schema_version,run_id,agent_id,agent_version,request_index,text_index,category,source,role,path,chars,tokens,preview
hibench.benchmark.v1,claude-code-2.1.101-hi,claude-code,2.1.101,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.101-hi,claude-code,2.1.101,2,6,system_prompt,main_instructions,,system.2.text,26510,5487,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.104-hi,claude-code,2.1.104,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,1238,297,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.104-hi,claude-code,2.1.104,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.104-hi,claude-code,2.1.104,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.104-hi,claude-code,2.1.104,2,4,system_prompt,main_instructions,,system.0.text,85,32,x-anthropic-billing-header: cc_version=2.1.104.662; cc_entrypoint=sdk-cli; cch=00000;
hibench.benchmark.v1,claude-code-2.1.104-hi,claude-code,2.1.104,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.104-hi,claude-code,2.1.104,2,6,system_prompt,main_instructions,,system.2.text,26510,5487,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.108-hi,claude-code,2.1.108,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2476,579,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.108-hi,claude-code,2.1.108,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.108-hi,claude-code,2.1.108,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.108-hi,claude-code,2.1.108,2,4,system_prompt,main_instructions,,system.0.text,85,32,x-anthropic-billing-header: cc_version=2.1.108.913; cc_entrypoint=sdk-cli; cch=00000;
hibench.benchmark.v1,claude-code-2.1.108-hi,claude-code,2.1.108,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.108-hi,claude-code,2.1.108,2,6,system_prompt,main_instructions,,system.2.text,26510,5487,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.109-hi,claude-code,2.1.109,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2476,579,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.109-hi,claude-code,2.1.109,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.109-hi,claude-code,2.1.109,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.109-hi,claude-code,2.1.109,2,4,system_prompt,main_instructions,,system.0.text,85,34,x-anthropic-billing-header: cc_version=2.1.109.6b0; cc_entrypoint=sdk-cli; cch=00000;
hibench.benchmark.v1,claude-code-2.1.109-hi,claude-code,2.1.109,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.109-hi,claude-code,2.1.109,2,6,system_prompt,main_instructions,,system.2.text,26510,5487,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.110-hi,claude-code,2.1.110,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2277,536,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.110-hi,claude-code,2.1.110,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.110-hi,claude-code,2.1.110,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.110-hi,claude-code,2.1.110,2,4,system_prompt,main_instructions,,system.0.text,85,32,x-anthropic-billing-header: cc_version=2.1.110.610; cc_entrypoint=sdk-cli; cch=00000;
hibench.benchmark.v1,claude-code-2.1.110-hi,claude-code,2.1.110,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.110-hi,claude-code,2.1.110,2,6,system_prompt,main_instructions,,system.2.text,26510,5487,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.111-hi,claude-code,2.1.111,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2598,609,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.111-hi,claude-code,2.1.111,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.111-hi,claude-code,2.1.111,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.111-hi,claude-code,2.1.111,2,4,system_prompt,main_instructions,,system.0.text,85,33,x-anthropic-billing-header: cc_version=2.1.111.b2b; cc_entrypoint=sdk-cli; cch=00000;
hibench.benchmark.v1,claude-code-2.1.111-hi,claude-code,2.1.111,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.111-hi,claude-code,2.1.111,2,6,system_prompt,main_instructions,,system.2.text,26061,5386,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.112-hi,claude-code,2.1.112,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2598,609,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.112-hi,claude-code,2.1.112,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.112-hi,claude-code,2.1.112,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.112-hi,claude-code,2.1.112,2,4,system_prompt,main_instructions,,system.0.text,85,32,x-anthropic-billing-header: cc_version=2.1.112.b02; cc_entrypoint=sdk-cli; cch=00000;
hibench.benchmark.v1,claude-code-2.1.112-hi,claude-code,2.1.112,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.112-hi,claude-code,2.1.112,2,6,system_prompt,main_instructions,,system.2.text,26061,5386,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.113-hi,claude-code,2.1.113,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2599,609,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.113-hi,claude-code,2.1.113,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.113-hi,claude-code,2.1.113,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.113-hi,claude-code,2.1.113,2,4,system_prompt,main_instructions,,system.0.text,85,35,x-anthropic-billing-header: cc_version=2.1.113.9c8; cc_entrypoint=sdk-cli; cch=c3c24;
hibench.benchmark.v1,claude-code-2.1.113-hi,claude-code,2.1.113,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.113-hi,claude-code,2.1.113,2,6,system_prompt,main_instructions,,system.2.text,26061,5386,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.114-hi,claude-code,2.1.114,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2599,609,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.114-hi,claude-code,2.1.114,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.114-hi,claude-code,2.1.114,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.114-hi,claude-code,2.1.114,2,4,system_prompt,main_instructions,,system.0.text,85,33,x-anthropic-billing-header: cc_version=2.1.114.069; cc_entrypoint=sdk-cli; cch=17ee2;
hibench.benchmark.v1,claude-code-2.1.114-hi,claude-code,2.1.114,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.114-hi,claude-code,2.1.114,2,6,system_prompt,main_instructions,,system.2.text,26061,5386,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.116-hi,claude-code,2.1.116,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2599,609,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.116-hi,claude-code,2.1.116,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.116-hi,claude-code,2.1.116,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.116-hi,claude-code,2.1.116,2,4,system_prompt,main_instructions,,system.0.text,85,33,x-anthropic-billing-header: cc_version=2.1.116.f49; cc_entrypoint=sdk-cli; cch=89d28;
hibench.benchmark.v1,claude-code-2.1.116-hi,claude-code,2.1.116,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.116-hi,claude-code,2.1.116,2,6,system_prompt,main_instructions,,system.2.text,25929,5359,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.117-hi,claude-code,2.1.117,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2599,609,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.117-hi,claude-code,2.1.117,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.117-hi,claude-code,2.1.117,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.117-hi,claude-code,2.1.117,2,4,system_prompt,main_instructions,,system.0.text,85,32,x-anthropic-billing-header: cc_version=2.1.117.320; cc_entrypoint=sdk-cli; cch=21127;
hibench.benchmark.v1,claude-code-2.1.117-hi,claude-code,2.1.117,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.117-hi,claude-code,2.1.117,2,6,system_prompt,main_instructions,,system.2.text,25929,5359,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.118-hi,claude-code,2.1.118,1,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2611,611,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.118-hi,claude-code,2.1.118,1,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.118-hi,claude-code,2.1.118,1,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.118-hi,claude-code,2.1.118,1,4,system_prompt,main_instructions,,system.0.text,85,32,x-anthropic-billing-header: cc_version=2.1.118.f05; cc_entrypoint=sdk-cli; cch=46928;
hibench.benchmark.v1,claude-code-2.1.118-hi,claude-code,2.1.118,1,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.118-hi,claude-code,2.1.118,1,6,system_prompt,main_instructions,,system.2.text,25929,5359,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.119-hi,claude-code,2.1.119,1,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2611,611,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.119-hi,claude-code,2.1.119,1,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.119-hi,claude-code,2.1.119,1,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.119-hi,claude-code,2.1.119,1,4,system_prompt,main_instructions,,system.0.text,85,33,x-anthropic-billing-header: cc_version=2.1.119.ad3; cc_entrypoint=sdk-cli; cch=832b2;
hibench.benchmark.v1,claude-code-2.1.119-hi,claude-code,2.1.119,1,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.119-hi,claude-code,2.1.119,1,6,system_prompt,main_instructions,,system.2.text,25929,5359,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.120-hi,claude-code,2.1.120,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2611,611,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.120-hi,claude-code,2.1.120,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.120-hi,claude-code,2.1.120,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.120-hi,claude-code,2.1.120,2,4,system_prompt,main_instructions,,system.0.text,85,33,x-anthropic-billing-header: cc_version=2.1.120.caf; cc_entrypoint=sdk-cli; cch=297e9;
hibench.benchmark.v1,claude-code-2.1.120-hi,claude-code,2.1.120,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.120-hi,claude-code,2.1.120,2,6,system_prompt,main_instructions,,system.2.text,25949,5362,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.121-hi,claude-code,2.1.121,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2611,611,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.121-hi,claude-code,2.1.121,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.121-hi,claude-code,2.1.121,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.121-hi,claude-code,2.1.121,2,4,system_prompt,main_instructions,,system.0.text,85,35,x-anthropic-billing-header: cc_version=2.1.121.2e5; cc_entrypoint=sdk-cli; cch=003a1;
hibench.benchmark.v1,claude-code-2.1.121-hi,claude-code,2.1.121,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.121-hi,claude-code,2.1.121,2,6,system_prompt,main_instructions,,system.2.text,25949,5362,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.122-hi,claude-code,2.1.122,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2611,611,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.122-hi,claude-code,2.1.122,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.122-hi,claude-code,2.1.122,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.122-hi,claude-code,2.1.122,2,4,system_prompt,main_instructions,,system.0.text,85,34,x-anthropic-billing-header: cc_version=2.1.122.2a9; cc_entrypoint=sdk-cli; cch=c0982;
hibench.benchmark.v1,claude-code-2.1.122-hi,claude-code,2.1.122,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.122-hi,claude-code,2.1.122,2,6,system_prompt,main_instructions,,system.2.text,25949,5362,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.123-hi,claude-code,2.1.123,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2611,611,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.123-hi,claude-code,2.1.123,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.123-hi,claude-code,2.1.123,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.123-hi,claude-code,2.1.123,2,4,system_prompt,main_instructions,,system.0.text,85,34,x-anthropic-billing-header: cc_version=2.1.123.5d3; cc_entrypoint=sdk-cli; cch=bc079;
hibench.benchmark.v1,claude-code-2.1.123-hi,claude-code,2.1.123,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.123-hi,claude-code,2.1.123,2,6,system_prompt,main_instructions,,system.2.text,25949,5362,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.124-hi,claude-code,2.1.124,3,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2611,611,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.124-hi,claude-code,2.1.124,3,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.124-hi,claude-code,2.1.124,3,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.124-hi,claude-code,2.1.124,3,4,system_prompt,main_instructions,,system.0.text,85,33,x-anthropic-billing-header: cc_version=2.1.124.61f; cc_entrypoint=sdk-cli; cch=e893b;
hibench.benchmark.v1,claude-code-2.1.124-hi,claude-code,2.1.124,3,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.124-hi,claude-code,2.1.124,3,6,system_prompt,main_instructions,,system.2.text,25949,5362,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.126-hi,claude-code,2.1.126,3,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2611,611,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.126-hi,claude-code,2.1.126,3,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.126-hi,claude-code,2.1.126,3,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.126-hi,claude-code,2.1.126,3,4,system_prompt,main_instructions,,system.0.text,85,35,x-anthropic-billing-header: cc_version=2.1.126.88c; cc_entrypoint=sdk-cli; cch=a1a9a;
hibench.benchmark.v1,claude-code-2.1.126-hi,claude-code,2.1.126,3,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.126-hi,claude-code,2.1.126,3,6,system_prompt,main_instructions,,system.2.text,25949,5362,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.128-hi,claude-code,2.1.128,3,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2611,611,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.128-hi,claude-code,2.1.128,3,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.128-hi,claude-code,2.1.128,3,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.128-hi,claude-code,2.1.128,3,4,system_prompt,main_instructions,,system.0.text,85,34,x-anthropic-billing-header: cc_version=2.1.128.9fd; cc_entrypoint=sdk-cli; cch=78b71;
hibench.benchmark.v1,claude-code-2.1.128-hi,claude-code,2.1.128,3,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.128-hi,claude-code,2.1.128,3,6,system_prompt,main_instructions,,system.2.text,25949,5362,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.129-hi,claude-code,2.1.129,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2611,611,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.129-hi,claude-code,2.1.129,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.129-hi,claude-code,2.1.129,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.129-hi,claude-code,2.1.129,2,4,system_prompt,main_instructions,,system.0.text,85,33,x-anthropic-billing-header: cc_version=2.1.129.49a; cc_entrypoint=sdk-cli; cch=100ae;
hibench.benchmark.v1,claude-code-2.1.129-hi,claude-code,2.1.129,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
hibench.benchmark.v1,claude-code-2.1.129-hi,claude-code,2.1.129,2,6,system_prompt,main_instructions,,system.2.text,25963,5369,"
You are an interactive agent that helps users with software engineering tasks. Use the instructions below and the tools"
hibench.benchmark.v1,claude-code-2.1.131-hi,claude-code,2.1.131,2,1,system_prompt,skills_instructions,user,messages.0.content.0.text,2611,611,"<system-reminder>
The following skills are available for use with the Skill tool:

- update-config: Use this skill to co"
hibench.benchmark.v1,claude-code-2.1.131-hi,claude-code,2.1.131,2,2,environment_context,injected_user_context,user,messages.0.content.1.text,306,70,"<system-reminder>
As you answer the user's questions, you can use the following context:
# currentDate
Today's date is 2"
hibench.benchmark.v1,claude-code-2.1.131-hi,claude-code,2.1.131,2,3,user_prompt,user_prompt,user,messages.0.content.2.text,2,1,Hi
hibench.benchmark.v1,claude-code-2.1.131-hi,claude-code,2.1.131,2,4,system_prompt,main_instructions,,system.0.text,85,33,x-anthropic-billing-header: cc_version=2.1.131.a28; cc_entrypoint=sdk-cli; cch=5978b;
hibench.benchmark.v1,claude-code-2.1.131-hi,claude-code,2.1.131,2,5,system_prompt,main_instructions,,system.1.text,62,15,"You are a Claude agent, built on Anthropic's Claude Agent SDK."
