schema_version,run_id,run_dir,agent_id,agent_name,agent_version,agent_image,prompt_file,prompt_name,started_at,ended_at,subject_workspace,real_api_call,process_exit_code,process_timed_out,request_count,post_request_count,has_primary_request,primary_request_index,request_method,request_path,model,tokenizer_library,tokenizer_encoding,anthropic_tokenizer_model,anthropic_total_body_tokens,total_body_tokens,body_tokens,body_bytes,body_chars,text_field_count,text_tokens,system_prompt_tokens,environment_context_tokens,user_prompt_tokens,assistant_context_tokens,tool_context_tokens,other_text_tokens,main_instructions_tokens,developer_instructions_tokens,permissions_instructions_tokens,skills_instructions_tokens,injected_user_context_tokens,instruction_tokens,default_context_tokens,skills_count,skills_tokens,skill_definition_tokens,tool_count,tool_definition_tokens,mcp_count,mcp_tokens,mcp_marker_count,mcp_mention_count,mcp_mention_tokens,subagent_count,subagent_tokens,subagent_marker_count,subagent_mention_count,subagent_mention_tokens
hibench.benchmark.v1,claude-code-2.1.122-hi,runs/claude-code-2.1.122-hi,claude-code,Anthropic Claude Code,2.1.122,hibench/claude-code:2.1.122,prompts/hi.txt,hi,2026-06-13T16:38:28Z,2026-06-13T16:38:30Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-sonnet-4-6,tiktoken,o200k_base,claude-opus-4-8,35607,22949,22949,102991,102799,6,6093,6022,70,1,0,0,0,5411,611,0,611,70,6092,22538,9,611,456,23,16446,0,0,2,2,938,5,323,8,2,5583
hibench.benchmark.v1,claude-code-2.1.123-hi,runs/claude-code-2.1.123-hi,claude-code,Anthropic Claude Code,2.1.123,hibench/claude-code:2.1.123,prompts/hi.txt,hi,2026-06-13T16:38:54Z,2026-06-13T16:38:56Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-sonnet-4-6,tiktoken,o200k_base,claude-opus-4-8,35617,22959,22959,102991,102799,6,6093,6022,70,1,0,0,0,5411,611,0,611,70,6092,22538,9,611,456,23,16446,0,0,2,2,938,5,323,8,2,5583
hibench.benchmark.v1,claude-code-2.1.124-hi,runs/claude-code-2.1.124-hi,claude-code,Anthropic Claude Code,2.1.124,hibench/claude-code:2.1.124,prompts/hi.txt,hi,2026-06-13T16:39:35Z,2026-06-13T16:39:36Z,generated empty Git repository,False,0,False,3,1,True,3,POST,/v1/messages?beta=true,claude-sonnet-4-6,tiktoken,o200k_base,claude-opus-4-8,35615,22954,22954,102991,102799,6,6092,6021,70,1,0,0,0,5410,611,0,611,70,6091,22537,9,611,456,23,16446,0,0,2,2,938,5,323,8,2,5583
hibench.benchmark.v1,claude-code-2.1.126-hi,runs/claude-code-2.1.126-hi,claude-code,Anthropic Claude Code,2.1.126,hibench/claude-code:2.1.126,prompts/hi.txt,hi,2026-06-13T16:40:00Z,2026-06-13T16:40:02Z,generated empty Git repository,False,0,False,3,1,True,3,POST,/v1/messages?beta=true,claude-sonnet-4-6,tiktoken,o200k_base,claude-opus-4-8,35619,22956,22956,102991,102799,6,6094,6023,70,1,0,0,0,5412,611,0,611,70,6093,22539,9,611,456,23,16446,0,0,2,2,938,5,323,8,2,5583
hibench.benchmark.v1,claude-code-2.1.128-hi,runs/claude-code-2.1.128-hi,claude-code,Anthropic Claude Code,2.1.128,hibench/claude-code:2.1.128,prompts/hi.txt,hi,2026-06-13T16:40:24Z,2026-06-13T16:40:28Z,generated empty Git repository,False,0,False,3,1,True,3,POST,/v1/messages?beta=true,claude-sonnet-4-6,tiktoken,o200k_base,claude-opus-4-8,35665,22995,22995,103141,102947,6,6093,6022,70,1,0,0,0,5411,611,0,611,70,6092,22573,9,611,456,23,16481,0,0,2,2,938,5,323,8,2,5583
hibench.benchmark.v1,claude-code-2.1.129-hi,runs/claude-code-2.1.129-hi,claude-code,Anthropic Claude Code,2.1.129,hibench/claude-code:2.1.129,prompts/hi.txt,hi,2026-06-13T16:41:16Z,2026-06-13T16:41:18Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,35676,23008,23008,103170,102976,6,6099,6028,70,1,0,0,0,5417,611,0,611,70,6098,22588,9,611,456,23,16490,0,0,2,2,938,5,323,8,2,5590
hibench.benchmark.v1,claude-code-2.1.131-hi,runs/claude-code-2.1.131-hi,claude-code,Anthropic Claude Code,2.1.131,hibench/claude-code:2.1.131,prompts/hi.txt,hi,2026-06-13T16:41:41Z,2026-06-13T16:41:42Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,35669,23005,23005,103170,102976,6,6099,6028,70,1,0,0,0,5417,611,0,611,70,6098,22588,9,611,456,23,16490,0,0,2,2,938,5,323,8,2,5590
hibench.benchmark.v1,claude-code-2.1.132-hi,runs/claude-code-2.1.132-hi,claude-code,Anthropic Claude Code,2.1.132,hibench/claude-code:2.1.132,prompts/hi.txt,hi,2026-06-13T16:42:07Z,2026-06-13T16:42:09Z,generated empty Git repository,False,0,False,1,1,True,1,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,35658,22996,22996,103135,102941,6,6099,6028,70,1,0,0,0,5417,611,0,611,70,6098,22580,9,611,456,23,16482,0,0,2,2,938,5,323,8,2,5590
hibench.benchmark.v1,claude-code-2.1.133-hi,runs/claude-code-2.1.133-hi,claude-code,Anthropic Claude Code,2.1.133,hibench/claude-code:2.1.133,prompts/hi.txt,hi,2026-06-13T16:42:28Z,2026-06-13T16:42:30Z,generated empty Git repository,False,0,False,1,1,True,1,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,35712,23033,23033,103282,103088,6,6099,6028,70,1,0,0,0,5417,611,0,611,70,6098,22616,9,611,456,23,16518,0,0,2,2,938,5,323,8,2,5590
hibench.benchmark.v1,claude-code-2.1.136-hi,runs/claude-code-2.1.136-hi,claude-code,Anthropic Claude Code,2.1.136,hibench/claude-code:2.1.136,prompts/hi.txt,hi,2026-06-13T16:42:54Z,2026-06-13T16:42:56Z,generated empty Git repository,False,0,False,1,1,True,1,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,35710,23034,23034,103282,103088,6,6100,6029,70,1,0,0,0,5418,611,0,611,70,6099,22617,9,611,456,23,16518,0,0,2,2,938,5,323,8,2,5590
hibench.benchmark.v1,claude-code-2.1.137-hi,runs/claude-code-2.1.137-hi,claude-code,Anthropic Claude Code,2.1.137,hibench/claude-code:2.1.137,prompts/hi.txt,hi,2026-06-13T16:43:20Z,2026-06-13T16:43:21Z,generated empty Git repository,False,0,False,1,1,True,1,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,35717,23035,23035,103282,103088,6,6101,6030,70,1,0,0,0,5419,611,0,611,70,6100,22618,9,611,456,23,16518,0,0,2,2,938,5,323,8,2,5590
hibench.benchmark.v1,claude-code-2.1.138-hi,runs/claude-code-2.1.138-hi,claude-code,Anthropic Claude Code,2.1.138,hibench/claude-code:2.1.138,prompts/hi.txt,hi,2026-06-13T16:43:44Z,2026-06-13T16:43:46Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,35705,23030,23030,103282,103088,6,6100,6029,70,1,0,0,0,5418,611,0,611,70,6099,22617,9,611,456,23,16518,0,0,2,2,938,5,323,8,2,5590
hibench.benchmark.v1,claude-code-2.1.139-hi,runs/claude-code-2.1.139-hi,claude-code,Anthropic Claude Code,2.1.139,hibench/claude-code:2.1.139,prompts/hi.txt,hi,2026-06-13T16:44:06Z,2026-06-13T16:44:07Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,35856,23131,23131,103693,103495,6,6198,6127,70,1,0,0,0,5516,611,0,611,70,6197,22715,9,611,456,23,16518,0,0,2,2,938,5,323,8,2,5689
hibench.benchmark.v1,claude-code-2.1.140-hi,runs/claude-code-2.1.140-hi,claude-code,Anthropic Claude Code,2.1.140,hibench/claude-code:2.1.140,prompts/hi.txt,hi,2026-06-13T16:44:30Z,2026-06-13T16:44:31Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,36040,23250,23250,104220,104018,6,6199,6128,70,1,0,0,0,5517,611,0,611,70,6198,22830,9,611,456,23,16632,0,0,2,2,938,5,323,8,2,5691
hibench.benchmark.v1,claude-code-2.1.141-hi,runs/claude-code-2.1.141-hi,claude-code,Anthropic Claude Code,2.1.141,hibench/claude-code:2.1.141,prompts/hi.txt,hi,2026-06-13T16:44:54Z,2026-06-13T16:44:55Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,36179,23342,23342,104584,104382,6,6200,6129,70,1,0,0,0,5518,611,0,611,70,6199,22918,9,611,456,23,16719,0,0,2,2,938,6,355,9,2,5691
hibench.benchmark.v1,claude-code-2.1.142-hi,runs/claude-code-2.1.142-hi,claude-code,Anthropic Claude Code,2.1.142,hibench/claude-code:2.1.142,prompts/hi.txt,hi,2026-06-13T16:45:18Z,2026-06-13T16:45:20Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,35980,23203,23203,103286,103080,6,6201,6130,70,1,0,0,0,5519,611,0,611,70,6200,22785,9,611,456,26,16585,0,0,2,2,938,6,355,9,2,5691
hibench.benchmark.v1,claude-code-2.1.143-hi,runs/claude-code-2.1.143-hi,claude-code,Anthropic Claude Code,2.1.143,hibench/claude-code:2.1.143,prompts/hi.txt,hi,2026-06-13T16:45:39Z,2026-06-13T16:45:40Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,35989,23208,23208,103286,103080,6,6200,6129,70,1,0,0,0,5518,611,0,611,70,6199,22784,9,611,456,26,16585,0,0,2,2,938,6,355,9,2,5691
hibench.benchmark.v1,claude-code-2.1.144-hi,runs/claude-code-2.1.144-hi,claude-code,Anthropic Claude Code,2.1.144,hibench/claude-code:2.1.144,prompts/hi.txt,hi,2026-06-13T16:46:03Z,2026-06-13T16:46:05Z,generated empty Git repository,False,0,False,1,1,True,1,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,35982,23198,23198,103286,103080,6,6200,6129,70,1,0,0,0,5518,611,0,611,70,6199,22784,9,611,456,26,16585,0,0,2,2,938,6,355,9,2,5691
hibench.benchmark.v1,claude-code-2.1.145-hi,runs/claude-code-2.1.145-hi,claude-code,Anthropic Claude Code,2.1.145,hibench/claude-code:2.1.145,prompts/hi.txt,hi,2026-06-13T16:46:31Z,2026-06-13T16:46:32Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,36174,23338,23338,103918,103712,6,6334,6263,70,1,0,0,0,5518,745,0,745,70,6333,22918,11,745,590,26,16585,0,0,2,2,1072,6,355,9,2,5691
hibench.benchmark.v1,claude-code-2.1.146-hi,runs/claude-code-2.1.146-hi,claude-code,Anthropic Claude Code,2.1.146,hibench/claude-code:2.1.146,prompts/hi.txt,hi,2026-06-13T16:46:56Z,2026-06-13T16:46:58Z,generated empty Git repository,False,0,False,1,1,True,1,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,36176,23342,23342,103921,103715,6,6334,6263,70,1,0,0,0,5517,746,0,746,70,6333,22918,11,746,591,26,16585,0,0,2,2,1073,6,355,9,2,5691
hibench.benchmark.v1,claude-code-2.1.147-hi,runs/claude-code-2.1.147-hi,claude-code,Anthropic Claude Code,2.1.147,hibench/claude-code:2.1.147,prompts/hi.txt,hi,2026-06-13T16:47:20Z,2026-06-13T16:47:22Z,generated empty Git repository,False,0,False,1,1,True,1,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,36224,23375,23375,104073,103865,6,6365,6294,70,1,0,0,0,5519,775,0,775,70,6364,22949,11,775,620,26,16585,0,0,2,2,1102,6,355,9,2,5691
hibench.benchmark.v1,claude-code-2.1.148-hi,runs/claude-code-2.1.148-hi,claude-code,Anthropic Claude Code,2.1.148,hibench/claude-code:2.1.148,prompts/hi.txt,hi,2026-06-13T16:47:45Z,2026-06-13T16:47:47Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,36220,23369,23369,104073,103865,6,6367,6296,70,1,0,0,0,5521,775,0,775,70,6366,22951,11,775,620,26,16585,0,0,2,2,1102,6,355,9,2,5691
hibench.benchmark.v1,claude-code-2.1.149-hi,runs/claude-code-2.1.149-hi,claude-code,Anthropic Claude Code,2.1.149,hibench/claude-code:2.1.149,prompts/hi.txt,hi,2026-06-13T16:48:09Z,2026-06-13T16:48:10Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,36223,23374,23374,104073,103865,6,6366,6295,70,1,0,0,0,5520,775,0,775,70,6365,22950,11,775,620,26,16585,0,0,2,2,1102,6,355,9,2,5691
hibench.benchmark.v1,claude-code-2.1.150-hi,runs/claude-code-2.1.150-hi,claude-code,Anthropic Claude Code,2.1.150,hibench/claude-code:2.1.150,prompts/hi.txt,hi,2026-06-13T16:48:34Z,2026-06-13T16:48:35Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,36217,23370,23370,104073,103865,6,6363,6292,70,1,0,0,0,5517,775,0,775,70,6362,22947,11,775,620,26,16585,0,0,2,2,1102,6,355,9,2,5691
hibench.benchmark.v1,claude-code-2.1.152-hi,runs/claude-code-2.1.152-hi,claude-code,Anthropic Claude Code,2.1.152,hibench/claude-code:2.1.152,prompts/hi.txt,hi,2026-06-13T16:48:57Z,2026-06-13T16:48:58Z,generated empty Git repository,False,0,False,1,1,True,1,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,36238,23378,23378,104166,103954,6,6411,6340,70,1,0,0,0,5520,820,0,820,70,6410,22963,12,820,665,26,16553,0,0,2,2,1147,6,355,9,2,5691
hibench.benchmark.v1,claude-code-2.1.153-hi,runs/claude-code-2.1.153-hi,claude-code,Anthropic Claude Code,2.1.153,hibench/claude-code:2.1.153,prompts/hi.txt,hi,2026-06-13T16:49:22Z,2026-06-13T16:49:24Z,generated empty Git repository,False,0,False,1,1,True,1,POST,/v1/messages?beta=true,claude-opus-4-7,tiktoken,o200k_base,claude-opus-4-8,36236,23383,23383,104166,103954,6,6411,6340,70,1,0,0,0,5520,820,0,820,70,6410,22963,12,820,665,26,16553,0,0,2,2,1147,6,355,9,2,5691
hibench.benchmark.v1,claude-code-2.1.154-hi,runs/claude-code-2.1.154-hi,claude-code,Anthropic Claude Code,2.1.154,hibench/claude-code:2.1.154,prompts/hi.txt,hi,2026-06-13T16:49:48Z,2026-06-13T16:49:49Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-8,tiktoken,o200k_base,claude-opus-4-8,31178,19836,19836,85882,85527,6,2314,2243,70,1,0,0,0,1304,939,0,939,70,2313,19567,13,939,795,27,17254,0,0,3,3,5209,5,278,8,2,4410
hibench.benchmark.v1,claude-code-2.1.156-hi,runs/claude-code-2.1.156-hi,claude-code,Anthropic Claude Code,2.1.156,hibench/claude-code:2.1.156,prompts/hi.txt,hi,2026-06-13T16:50:14Z,2026-06-13T16:50:15Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-8,tiktoken,o200k_base,claude-opus-4-8,31172,19830,19830,85882,85527,6,2314,2243,70,1,0,0,0,1304,939,0,939,70,2313,19567,13,939,795,27,17254,0,0,3,3,5209,5,278,8,2,4410
hibench.benchmark.v1,claude-code-2.1.157-hi,runs/claude-code-2.1.157-hi,claude-code,Anthropic Claude Code,2.1.157,hibench/claude-code:2.1.157,prompts/hi.txt,hi,2026-06-13T16:50:36Z,2026-06-13T16:50:40Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-8,tiktoken,o200k_base,claude-opus-4-8,31399,19997,19997,86588,86231,6,2314,2243,70,1,0,0,0,1304,939,0,939,70,2313,19721,13,939,795,27,17408,0,0,3,3,5209,5,278,9,3,5107
hibench.benchmark.v1,claude-code-2.1.158-hi,runs/claude-code-2.1.158-hi,claude-code,Anthropic Claude Code,2.1.158,hibench/claude-code:2.1.158,prompts/hi.txt,hi,2026-06-13T16:51:02Z,2026-06-13T16:51:03Z,generated empty Git repository,False,0,False,2,1,True,2,POST,/v1/messages?beta=true,claude-opus-4-8,tiktoken,o200k_base,claude-opus-4-8,31397,19994,19994,86588,86231,6,2317,2246,70,1,0,0,0,1307,939,0,939,70,2316,19724,13,939,795,27,17408,0,0,3,3,5209,5,278,9,3,5107
hibench.benchmark.v1,claude-code-2.1.159-hi,runs/claude-code-2.1.159-hi,claude-code,Anthropic Claude Code,2.1.159,hibench/claude-code:2.1.159,prompts/hi.txt,hi,2026-06-13T16:51:29Z,2026-06-13T16:51:31Z,generated empty Git repository,False,0,False,1,1,True,1,POST,/v1/messages?beta=true,claude-opus-4-8,tiktoken,o200k_base,claude-opus-4-8,31399,19992,19992,86588,86231,6,2315,2244,70,1,0,0,0,1305,939,0,939,70,2314,19722,13,939,795,27,17408,0,0,3,3,5209,5,278,9,3,5107
